Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-hl7.fhir.eu.r5.mpd.json	23087	-	0	0	0	0	0	0	3	94	0	0	0	0	0	0	0	1	0	0	94	92	0	1	0	5	0	0
fsh-generated/resources/Bundle-100A-multiitem-prescription-with-orchestration.json	9861	27	0	0	1	0	0	0	1	1479	0	0	0	0	0	0	0	0	0	0	36	49	0	0	0	0	0	0
fsh-generated/resources/Bundle-200A-multiitem-prescription-without-orchestration.json	3921	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	19	26	0	0	0	0	0	0
fsh-generated/resources/Bundle-300A-multiitem-prescription-with-orchestration.json	11304	10	0	0	0	0	0	0	1	3639	0	0	0	0	0	0	0	0	0	0	32	39	0	0	0	0	0	0
fsh-generated/resources/Medication-01A-Cefuroxime1500GenericExplicit.json	1404	5	0	0	0	0	0	0	0	579	0	0	0	0	0	0	0	0	0	0	11	12	0	0	0	0	0	0
fsh-generated/resources/Medication-01B-Cefuroxime1500GenericConcept.json	420	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	9	0	0	1	0	0	1
fsh-generated/resources/Medication-01C-Cefuroxime1500Branded.json	2694	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	13	13	0	0	0	0	0	0
fsh-generated/resources/Medication-01D-Cefuroxime750Branded.json	2666	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	13	0	0	0	0	0	0
fsh-generated/resources/Medication-02A-ClotrimazoleCanifugCremolum.json	1843	5	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	11	15	0	0	0	0	0	0
fsh-generated/resources/Medication-02A1-CanifugCremolumCreamItem.json	1750	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	12	0	0	0	0	0	0
fsh-generated/resources/Medication-02A2-CanifugCremolumPessaryItem.json	1507	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16	11	0	0	0	0	0	0
fsh-generated/resources/Medication-03B-VitaminBComplexBranded.json	4336	5	0	0	0	0	0	0	0	1173	0	0	0	0	0	0	0	1	0	0	19	16	0	0	0	0	0	0
fsh-generated/resources/Medication-04A-FirmagonBranded.json	4025	5	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	13	55	0	0	0	0	0	0
fsh-generated/resources/Medication-05A-Tilidin-Branded.json	3725	4	0	0	0	0	0	0	0	584	0	0	0	0	0	0	0	0	0	0	18	14	0	0	0	0	0	0
fsh-generated/resources/MedicationDispense-300D-dispense-for-2-requests.json	876	6	0	0	0	0	0	0	0	592	0	0	0	0	0	0	0	0	0	0	10	16	0	0	0	0	0	0
fsh-generated/resources/MedicationDispense-400D-dispense-1.json	968	4	0	0	1	0	0	0	0	587	0	0	0	0	0	0	0	0	0	0	10	17	0	0	0	0	0	0
fsh-generated/resources/MedicationDispense-400D-dispense-2.json	956	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	14	0	0	0	0	0	0
fsh-generated/resources/MedicationDispense-400E-refused-dispense.json	832	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	15	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-100C-3-medication-prescription-request1.json	1883	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	12	15	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-100C-3-medication-prescription-request2.json	1821	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	13	14	0	0	0	0	0	0
